Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,has_name,has_description
0,2.0,136,0,1,0,1,0,1,1,0,0,1,0,1,0,2,0,4.0,1,1
0,24.0,13,0,1,6,0,0,1,1,2,2,1,0,1,0,7,0,1.0,1,1
0,8.0,65,0,1,1,6,0,1,0,0,0,0,0,1,0,2,0,1.0,1,1
1,1.0,100,0,1,0,6,0,1,0,0,0,1,0,1,0,12,0,3.0,0,1
0,9.0,136,0,1,0,6,0,1,0,0,0,0,0,1,0,2,0,1.0,1,1
0,36.0,62,109,1,0,1,5,2,1,0,0,0,0,1,0,2,0,14.0,1,1
0,2.0,136,107,1,0,6,0,1,0,2,0,2,0,1,0,2,0,1.0,1,1
1,1.0,98,0,0,2,0,0,0,2,1,1,1,0,1,0,2,0,3.0,1,1
0,1.0,136,0,1,0,0,0,1,0,1,0,1,0,1,50,2,0,2.0,1,1
0,12.0,136,107,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1.0,1,1
1,1.0,117,69,1,0,2,5,1,2,0,0,1,0,1,150,12,2,5.0,1,1
0,4.0,57,0,1,0,1,5,0,2,0,0,1,0,1,350,2,0,3.0,1,1
0,3.0,136,0,0,0,1,5,1,0,1,1,1,0,2,0,12,0,5.0,1,1
1,48.0,88,0,1,3,4,4,1,1,2,0,0,0,6,0,2,0,4.0,1,1
1,1.0,99,0,0,6,0,0,0,1,1,1,1,1,1,0,2,0,2.0,0,1
1,36.0,117,0,0,2,3,4,1,1,2,2,2,0,1,0,12,0,4.0,0,1
0,1.0,136,0,2,0,4,5,1,0,2,2,2,0,2,0,3,0,1.0,1,1
0,3.0,136,0,1,1,6,0,1,0,1,0,1,0,1,0,2,0,2.0,1,1
1,24.0,100,78,1,0,6,0,1,0,0,0,0,0,1,0,12,0,2.0,1,1
0,1.0,136,0,2,0,6,0,2,1,1,1,1,0,3,0,2,0,8.0,1,1
0,1.0,136,0,0,0,1,0,1,0,1,1,1,0,1,0,12,0,5.0,1,1
1,69.0,117,85,0,0,1,5,2,2,0,0,0,0,1,200,12,0,3.0,1,1
0,24.0,136,0,0,4,6,0,1,0,0,0,1,0,1,0,12,0,2.0,1,1
1,21.0,91,0,1,0,3,5,1,0,0,0,0,0,1,0,2,2,2.0,1,1
1,2.0,100,0,0,0,6,0,1,1,0,0,1,0,1,0,2,0,11.0,1,1
1,3.0,129,0,1,1,4,5,1,0,1,0,1,0,2,0,2,0,6.0,1,1
1,12.0,99,0,0,0,0,0,0,1,2,2,2,0,1,0,2,0,1.0,1,1
0,8.0,136,0,1,0,6,0,1,1,0,0,0,0,1,0,12,0,3.0,1,1
1,3.0,100,0,2,1,3,5,0,0,2,2,1,0,5,0,2,0,5.0,1,1
0,1.0,136,107,1,0,3,0,1,0,1,1,1,0,2,0,3,0,3.0,1,1
0,3.0,157,107,1,0,3,0,1,0,1,0,1,0,1,0,2,0,3.0,1,1
0,1.0,136,0,1,0,0,0,1,0,1,1,1,0,1,0,5,0,1.0,1,1
0,9.0,136,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,5.0,1,1
0,1.0,136,0,0,1,6,0,1,1,0,0,1,0,1,0,2,0,7.0,1,1
0,24.0,136,107,2,0,1,0,1,0,1,1,0,0,2,0,2,0,2.0,0,1
0,60.0,57,0,0,4,0,0,0,2,2,2,1,0,1,0,12,0,2.0,0,1
0,15.0,158,107,0,0,1,0,1,0,0,0,0,0,1,0,12,0,1.0,1,1
0,96.0,28,0,0,1,0,0,0,0,0,2,1,0,1,100,2,0,2.0,1,1
0,36.0,58,0,2,1,5,5,2,1,0,1,0,0,4,320,2,0,4.0,1,1
1,6.0,117,0,1,0,6,0,1,2,2,2,2,0,1,0,12,0,7.0,1,1
1,4.0,100,0,1,0,3,5,0,0,0,0,1,0,1,0,3,0,5.0,1,1
0,4.0,38,0,1,1,0,0,1,0,0,0,1,0,1,350,12,0,6.0,1,1
0,1.0,48,0,0,6,0,0,0,0,1,0,1,0,1,0,2,0,1.0,1,1
1,1.0,100,0,2,3,5,5,0,0,1,1,1,0,5,0,7,0,5.0,0,1
0,1.0,136,0,2,0,1,5,1,1,1,0,2,0,2,0,2,0,1.0,1,1
1,5.0,100,0,1,4,6,0,1,0,1,0,1,0,1,0,12,0,4.0,1,1
1,6.0,117,77,0,5,6,0,1,1,0,0,1,0,1,200,2,0,5.0,1,1
0,2.0,136,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,8.0,1,1
1,6.0,100,0,1,5,6,0,1,0,1,1,1,0,1,0,2,0,5.0,1,1
1,12.0,99,77,1,0,0,0,1,1,1,0,1,0,1,0,12,0,2.0,1,1
1,7.0,98,92,1,5,0,0,1,2,0,0,1,0,1,100,2,0,4.0,1,1
0,1.0,136,0,1,2,4,0,1,1,2,2,2,0,1,0,0,0,1.0,1,1
0,74.0,57,0,0,1,6,0,1,1,2,0,2,0,1,0,2,0,2.0,1,1
0,1.0,21,10,2,0,1,0,1,0,1,1,1,0,6,0,12,0,5.0,0,1
0,1.0,136,0,0,1,6,0,1,1,1,1,1,0,1,0,2,0,4.0,1,1
0,12.0,136,0,1,0,0,0,1,1,0,0,0,0,1,0,5,0,3.0,1,1
0,1.0,136,0,1,0,6,0,0,0,1,1,1,0,1,0,12,0,1.0,0,1
0,2.0,136,0,1,1,3,5,1,0,2,2,2,1,1,0,2,0,3.0,0,1
0,5.0,136,0,1,1,0,0,1,1,0,0,0,0,1,0,4,0,1.0,1,1
1,12.0,100,0,1,6,0,0,1,0,0,0,1,0,7,0,2,0,2.0,1,1
1,4.0,100,0,1,0,6,0,1,0,1,1,1,0,1,0,2,1,8.0,1,1
1,8.0,100,0,1,0,0,0,1,0,0,0,0,0,1,10,3,0,2.0,1,1
0,3.0,136,0,1,1,0,0,1,1,2,2,2,0,1,0,12,0,2.0,1,1
0,8.0,136,0,2,0,1,3,1,0,0,0,1,0,2,0,2,0,8.0,1,1
0,100.0,57,0,0,4,5,5,0,0,0,2,1,1,1,0,2,0,5.0,1,1
1,5.0,100,78,0,0,5,5,1,1,0,0,1,0,2,0,2,0,8.0,1,1
0,3.0,136,0,1,1,0,0,1,0,1,0,1,0,1,0,4,0,1.0,1,1
0,12.0,136,0,1,1,6,0,1,0,2,2,0,0,1,0,12,0,3.0,1,1
0,2.0,136,0,1,2,0,0,1,0,2,0,1,0,1,0,12,0,2.0,1,1
0,2.0,21,107,0,1,0,0,1,1,1,1,1,0,1,0,3,0,5.0,1,1
0,4.0,136,0,0,0,6,0,1,0,0,0,0,0,1,0,2,0,2.0,1,1
0,2.0,136,107,1,0,1,0,1,0,1,1,1,0,1,0,0,1,4.0,1,1
1,3.0,99,78,1,4,5,5,1,0,1,1,1,0,1,0,2,0,1.0,1,1
1,1.0,100,0,2,0,6,0,1,0,0,0,1,0,4,0,2,0,4.0,1,1
1,12.0,99,0,1,2,0,0,1,1,1,1,1,0,1,0,7,0,3.0,1,1
0,18.0,38,0,0,1,0,0,1,1,0,0,2,0,1,0,2,0,4.0,1,1
1,4.0,100,0,0,0,5,5,1,0,1,1,1,0,1,0,2,0,5.0,1,1
0,12.0,136,51,0,4,0,0,1,0,0,0,0,0,1,0,2,0,14.0,1,1
1,1.0,99,0,1,1,5,0,1,1,1,1,1,0,1,0,12,0,5.0,0,1
0,2.0,136,0,0,0,1,0,1,0,1,0,1,0,1,50,3,0,3.0,1,1
0,1.0,136,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
0,60.0,57,0,1,1,4,5,1,1,0,0,1,0,1,300,12,0,2.0,1,1
0,3.0,136,0,1,4,6,0,1,0,0,0,0,0,1,300,2,0,3.0,1,1
0,2.0,136,0,1,0,0,0,1,0,0,0,1,0,1,0,12,0,10.0,1,1
0,48.0,69,0,1,1,0,0,0,2,0,0,0,1,1,250,12,0,2.0,1,1
1,3.0,100,0,0,0,6,0,1,0,1,2,1,0,2,0,12,0,9.0,1,1
0,11.0,136,0,1,2,0,0,1,1,0,0,0,0,1,0,2,0,2.0,1,1
1,2.0,100,0,2,0,3,5,1,0,1,1,1,0,4,0,2,0,4.0,1,1
0,3.0,136,0,1,1,0,0,1,1,1,1,1,0,1,0,2,0,3.0,1,1
1,2.0,100,0,0,3,6,0,0,0,1,0,1,0,1,0,12,0,5.0,1,1
1,12.0,99,76,1,5,0,0,1,1,2,2,1,0,2,0,12,0,1.0,0,1
0,24.0,136,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1.0,1,1
0,5.0,136,50,1,0,1,0,1,2,0,0,0,0,1,0,2,0,5.0,1,1
0,1.0,136,0,0,6,0,0,0,0,1,1,1,0,4,0,2,0,4.0,0,1
0,3.0,136,107,1,0,1,0,0,0,1,0,1,0,2,0,6,0,4.0,1,1
1,12.0,99,0,1,0,5,5,1,1,1,0,0,0,1,0,2,0,2.0,1,1
0,2.0,62,40,2,1,4,5,1,1,1,1,1,0,6,0,2,0,5.0,1,1
1,24.0,122,0,1,1,6,0,0,0,2,2,0,0,1,50,6,0,3.0,1,1
0,30.0,136,0,0,0,0,0,1,0,0,0,1,0,1,0,9,0,4.0,1,1
0,24.0,68,0,1,1,3,0,1,0,0,0,0,0,1,0,9,0,1.0,1,1
1,3.0,117,63,1,0,3,5,1,0,1,1,1,0,1,0,12,0,1.0,1,1
1,24.0,100,101,1,0,3,0,1,0,1,0,0,0,1,0,2,0,5.0,1,1
0,4.0,136,0,0,0,5,5,1,0,0,0,0,0,1,200,12,0,1.0,1,1
0,36.0,40,25,0,1,6,0,2,0,0,0,0,1,1,0,12,0,1.0,1,1
0,3.0,136,0,0,0,6,0,2,1,0,0,1,0,1,150,2,0,3.0,1,1
1,2.0,100,0,2,0,3,0,0,0,1,1,1,0,3,0,12,0,5.0,1,1
1,3.0,99,0,1,0,3,5,1,1,1,0,2,0,1,0,2,0,1.0,1,1
0,8.0,136,0,0,0,1,5,1,1,0,0,0,0,2,1,2,0,2.0,1,1
0,3.0,136,50,1,0,2,0,1,1,0,0,1,0,1,0,2,0,7.0,1,1
1,4.0,100,77,1,0,3,5,0,0,2,2,2,0,2,0,2,0,5.0,1,1
1,3.0,122,63,1,3,4,5,0,0,1,1,1,0,1,50,2,0,1.0,0,1
1,3.0,100,101,1,1,5,0,1,0,1,1,1,0,1,0,2,0,9.0,1,1
1,7.0,122,92,1,0,2,4,1,1,1,1,1,0,1,0,2,0,3.0,1,1
0,24.0,139,0,0,0,6,0,1,2,2,2,0,0,1,0,12,0,3.0,1,1
1,1.0,100,0,0,3,6,0,1,0,1,0,1,0,1,0,12,0,2.0,1,1
1,2.0,99,77,2,0,5,5,0,1,1,1,1,0,3,0,12,0,6.0,1,1
0,36.0,8,0,1,1,2,2,2,1,0,0,1,0,1,0,2,0,4.0,1,1
0,2.0,136,0,1,0,1,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1
1,3.0,99,0,1,1,4,4,0,1,1,1,1,0,3,0,2,0,9.0,1,1
0,3.0,21,107,1,1,6,0,1,0,0,0,1,0,1,0,2,1,2.0,1,1
1,5.0,100,0,0,0,6,0,1,0,2,2,1,0,1,0,2,0,9.0,1,1
0,36.0,38,0,1,0,6,0,0,1,2,2,2,0,1,0,2,0,1.0,1,1
0,9.0,136,109,1,1,6,0,2,1,0,0,0,0,1,200,2,0,5.0,1,1
1,6.0,100,0,1,4,6,0,1,1,1,1,1,1,1,0,2,0,1.0,1,1
0,3.0,136,14,0,0,1,1,2,0,1,0,1,0,1,0,2,0,18.0,1,1
0,3.0,136,0,1,0,1,5,0,1,0,0,1,0,1,200,2,0,2.0,1,1
0,36.0,136,0,1,0,1,3,1,0,1,0,0,0,1,0,2,0,3.0,1,1
0,2.0,136,0,0,1,6,0,1,0,1,0,1,0,1,0,7,0,3.0,1,1
0,10.0,136,6,0,2,0,0,1,1,1,1,1,0,1,0,2,1,5.0,1,1
0,12.0,136,0,0,4,0,0,1,0,1,0,1,0,1,0,2,0,3.0,1,1
0,2.0,136,0,1,0,6,0,1,0,1,1,1,0,1,0,2,0,2.0,1,1
0,9.0,136,0,0,0,1,0,1,0,1,1,0,0,1,0,2,0,3.0,1,1
0,3.0,136,0,1,1,4,0,1,1,1,1,1,0,5,0,3,0,1.0,1,1
0,84.0,42,31,0,0,0,0,2,2,0,0,1,0,1,0,12,0,4.0,1,1
1,2.0,100,0,1,6,0,0,0,1,1,1,1,0,1,0,2,0,1.0,1,1
1,2.0,100,0,0,0,1,5,1,0,1,1,1,0,4,0,7,0,8.0,1,1
1,4.0,100,0,1,5,0,0,0,0,1,0,0,0,1,0,12,0,5.0,1,1
1,2.0,100,69,0,5,6,0,0,0,1,1,1,0,1,0,2,0,4.0,0,1
1,2.0,99,0,1,0,1,0,1,1,1,1,1,0,1,50,2,0,5.0,1,1
0,5.0,65,107,1,0,6,0,0,0,0,0,1,0,1,0,2,0,4.0,1,1
0,3.0,136,0,1,0,6,0,1,1,0,0,1,0,2,0,2,0,10.0,1,1
0,1.0,136,0,1,1,0,0,1,1,1,1,1,0,1,20,3,0,1.0,1,1
1,2.0,129,0,0,5,0,0,0,0,1,1,1,0,1,0,2,0,6.0,1,1
0,2.0,136,0,0,1,6,0,1,0,0,0,1,0,1,0,3,0,7.0,1,1
1,2.0,100,0,0,0,6,0,0,0,1,1,2,0,1,0,12,0,2.0,1,1
0,24.0,136,0,0,1,6,0,1,0,1,0,0,0,1,0,2,0,3.0,1,1
0,5.0,136,0,1,4,0,0,1,1,0,0,0,1,2,0,4,0,3.0,0,1
0,84.0,24,51,0,6,0,0,0,1,0,0,1,0,1,0,7,0,3.0,1,1
1,10.0,100,101,1,0,5,5,1,0,1,0,1,0,1,0,2,0,1.0,1,1
0,1.0,136,0,1,1,6,0,1,0,0,0,1,0,1,0,2,0,1.0,0,1
0,4.0,136,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,2.0,1,1
0,2.0,136,0,1,6,0,0,1,1,0,0,0,0,1,0,12,0,3.0,1,1
0,2.0,48,28,0,0,1,0,0,1,1,0,1,0,1,350,2,0,3.0,1,1
1,2.0,100,0,0,4,6,0,1,0,1,0,1,0,1,0,5,2,4.0,1,1
1,4.0,100,0,2,3,6,0,1,0,1,0,1,0,2,0,2,0,3.0,1,1
0,2.0,136,14,1,1,4,0,1,0,0,0,0,0,1,0,4,0,1.0,1,1
1,8.0,100,0,2,0,5,0,0,0,0,0,2,0,4,0,12,0,5.0,0,1
1,3.0,99,101,1,0,1,5,0,1,0,0,1,0,1,0,12,0,10.0,1,1
0,2.0,136,0,1,0,6,0,1,0,0,0,1,0,1,0,12,0,4.0,1,1
1,5.0,100,0,1,1,3,0,1,1,0,0,0,0,2,50,12,0,2.0,1,1
1,1.0,99,0,2,0,5,5,1,1,1,1,1,0,3,0,5,1,4.0,1,1
1,1.0,100,78,0,0,6,0,1,0,1,1,1,0,1,50,5,0,1.0,1,1
1,48.0,79,78,0,0,6,0,2,0,0,0,0,0,1,20,2,0,4.0,1,1
1,18.0,117,89,1,4,6,0,1,2,0,0,1,0,1,350,0,0,4.0,1,1
0,3.0,158,107,1,0,1,0,1,1,0,0,1,0,1,0,2,0,6.0,1,1
0,24.0,37,0,0,6,0,0,0,2,0,0,1,0,1,300,12,0,2.0,1,1
1,12.0,100,0,0,3,0,0,1,0,0,0,0,0,2,0,2,0,5.0,1,1
1,3.0,99,77,2,0,4,0,1,1,1,1,1,0,3,0,2,0,0.0,0,1
1,2.0,99,0,2,4,6,0,1,1,1,1,1,0,2,0,2,1,4.0,1,1
1,2.0,100,0,0,0,0,0,1,1,0,0,1,0,1,0,12,0,3.0,1,1
1,3.0,100,0,0,0,5,5,1,0,1,1,1,0,1,0,12,0,3.0,1,1
0,4.0,136,0,0,4,0,0,2,1,1,1,1,0,1,0,2,0,3.0,1,1
0,2.0,136,0,1,0,1,5,1,1,1,1,1,0,1,0,3,0,2.0,1,1
0,2.0,136,0,2,0,0,0,1,0,0,0,1,0,2,0,2,0,8.0,1,1
0,4.0,136,0,1,1,2,0,1,0,0,0,1,0,1,0,2,0,2.0,1,1
0,7.0,136,0,1,1,0,0,0,0,0,0,0,0,1,110,2,0,4.0,1,1
0,3.0,136,14,1,4,0,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1
0,6.0,136,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,2.0,1,1
0,5.0,8,107,1,4,0,0,1,1,2,2,2,0,1,0,12,0,6.0,1,1
0,2.0,136,107,0,0,1,5,1,1,1,0,1,0,1,0,2,0,4.0,1,1
0,42.0,27,17,2,1,0,0,1,0,0,0,1,0,2,0,2,0,0.0,0,1
0,2.0,136,0,0,0,1,5,1,0,1,1,1,0,2,0,12,0,2.0,1,1
1,2.0,129,0,1,5,0,0,1,1,1,1,1,0,1,0,2,0,5.0,0,1
0,2.0,136,0,0,1,0,0,1,0,2,0,1,0,1,0,12,0,3.0,1,1
0,55.0,51,0,0,0,3,5,1,0,0,0,0,0,1,0,2,0,5.0,1,1
1,3.0,99,0,2,0,1,5,1,1,1,1,1,0,4,0,12,0,5.0,0,1
0,82.0,44,0,0,0,0,0,2,0,0,0,0,0,1,300,2,0,3.0,1,1
0,2.0,136,107,0,0,1,0,1,0,1,1,1,0,1,0,2,0,2.0,1,1
1,3.0,99,0,0,3,4,5,1,1,1,1,1,0,1,0,12,0,2.0,1,1
0,2.0,21,107,0,5,6,0,1,1,1,1,1,0,1,0,12,0,1.0,0,1
1,12.0,100,0,1,0,6,0,1,0,0,0,1,0,1,0,7,0,1.0,1,1
1,6.0,100,0,1,3,6,0,0,0,0,0,0,0,1,150,2,0,2.0,1,1
0,3.0,136,0,1,1,0,0,1,1,0,0,2,0,1,0,0,0,2.0,1,1
1,5.0,98,0,0,2,6,0,1,2,1,0,1,0,1,40,2,0,6.0,1,1
1,2.0,100,0,2,0,1,5,1,1,1,1,1,0,3,0,2,2,17.0,1,1
0,3.0,136,0,0,1,4,5,1,0,0,0,1,0,1,0,2,0,3.0,0,1
1,4.0,99,0,1,0,1,0,1,1,1,0,1,0,1,0,12,0,2.0,1,1
0,2.0,136,107,1,1,0,0,0,0,2,2,2,0,1,0,2,0,2.0,1,1
1,31.0,91,77,1,0,2,5,1,1,0,0,1,0,2,0,2,0,23.0,1,1
0,29.0,136,0,1,1,4,5,1,0,0,0,2,0,1,0,2,0,1.0,1,1
1,6.0,100,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1.0,1,1
1,10.0,117,0,0,1,4,0,2,2,0,0,1,0,1,100,0,0,2.0,1,1
0,3.0,136,0,1,4,0,0,1,1,0,2,1,0,1,0,2,1,3.0,1,1
1,3.0,100,0,0,0,6,0,1,0,1,0,1,0,1,30,2,0,6.0,1,1
0,7.0,136,0,1,1,0,0,1,0,0,0,0,0,1,0,2,2,6.0,1,1
1,3.0,117,97,0,1,6,0,0,1,1,1,1,0,1,200,12,0,1.0,0,1
1,2.0,100,0,2,1,5,5,1,0,1,1,1,0,2,0,5,0,3.0,1,1
1,4.0,117,78,0,5,0,0,2,1,1,1,1,0,1,120,2,0,5.0,1,1
0,5.0,65,0,1,1,6,0,1,2,0,0,1,0,2,0,2,0,3.0,1,1
0,3.0,136,0,1,0,0,0,1,1,0,0,1,1,1,0,2,0,1.0,1,1
0,3.0,136,0,1,1,0,0,2,1,0,0,1,0,1,0,2,0,5.0,1,1
1,3.0,100,0,1,0,5,5,1,0,1,1,1,0,1,0,2,0,3.0,1,1
0,24.0,38,107,1,4,0,0,0,1,2,0,0,0,1,300,2,0,2.0,1,1
0,4.0,136,107,1,6,0,0,2,0,0,0,0,0,1,50,5,0,2.0,1,1
0,3.0,136,0,0,0,6,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
0,24.0,136,107,2,1,0,0,1,0,0,0,0,0,2,0,2,0,1.0,0,1
1,60.0,100,0,1,6,0,0,2,0,0,0,0,1,1,0,2,0,5.0,1,1
0,1.0,136,0,2,0,4,5,1,0,1,0,1,0,4,0,2,0,4.0,1,1
1,8.0,100,0,0,1,6,0,1,0,0,0,0,0,1,0,2,0,5.0,1,1
1,7.0,129,0,0,0,5,5,0,0,0,0,0,0,1,100,2,0,5.0,1,1
0,12.0,136,0,1,0,1,0,1,1,1,0,1,0,1,0,3,0,2.0,0,1
0,2.0,136,0,1,1,2,0,0,0,1,0,2,0,1,0,7,0,3.0,1,1
0,2.0,136,0,1,0,1,3,1,0,0,0,1,0,1,0,2,0,2.0,1,1
1,8.0,109,92,1,2,6,0,1,1,1,1,1,0,1,80,12,0,7.0,0,1
0,2.0,136,51,1,0,1,5,1,1,0,0,1,0,2,0,2,0,22.0,1,1
1,1.0,122,101,0,1,4,5,0,0,0,0,1,0,1,0,2,0,4.0,1,1
0,2.0,136,107,0,1,6,0,1,1,1,1,1,0,2,0,2,0,4.0,1,1
0,2.0,136,31,0,4,6,0,2,0,0,0,1,0,2,0,2,3,11.0,1,1
1,4.0,100,0,0,2,0,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1
0,2.0,136,0,1,5,0,0,1,0,2,2,2,2,1,0,2,0,0.0,1,1
0,24.0,136,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,5.0,1,1
1,72.0,117,0,1,1,0,0,1,2,0,0,0,0,1,0,2,0,4.0,1,1
0,6.0,136,107,0,0,1,0,2,0,0,0,1,0,1,50,5,0,3.0,1,1
0,3.0,136,0,1,1,0,0,0,0,2,2,2,0,3,0,5,0,1.0,1,1
0,4.0,136,0,1,1,0,0,1,0,0,0,1,0,1,0,2,0,2.0,1,1
0,2.0,136,0,1,0,1,5,1,0,1,1,1,0,1,20,3,0,1.0,1,1
0,36.0,57,0,0,1,4,5,0,1,2,2,2,1,1,0,2,0,4.0,0,1
1,4.0,99,0,1,0,4,4,1,1,1,0,0,0,1,0,2,0,3.0,1,1
1,22.0,99,0,1,0,0,0,1,1,0,0,0,0,1,0,3,0,7.0,1,1
0,2.0,136,0,0,0,1,3,1,0,1,1,1,0,1,0,2,0,1.0,1,1
0,3.0,136,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,2.0,1,1
1,1.0,99,77,1,1,5,0,0,1,1,0,0,0,1,200,12,0,3.0,1,1
0,10.0,136,107,0,3,6,0,2,0,0,0,0,0,1,0,2,0,2.0,1,1
1,4.0,100,0,2,3,5,5,1,0,1,0,1,0,3,0,2,0,3.0,1,1
1,0.0,99,0,0,0,6,0,1,1,1,1,1,1,1,0,12,0,4.0,1,1
0,2.0,136,0,2,0,1,5,1,0,1,1,1,0,8,100,2,0,11.0,1,1
0,4.0,136,0,0,6,0,0,1,1,0,0,1,0,1,0,2,0,3.0,1,1
0,9.0,136,107,0,0,0,0,1,1,0,0,1,0,1,5,12,0,5.0,1,1
1,3.0,98,92,0,3,0,0,1,2,1,0,1,0,1,350,2,0,2.0,1,1
0,1.0,136,0,1,0,1,5,1,0,2,2,1,0,1,0,2,0,3.0,1,1
0,16.0,136,0,0,1,6,0,1,0,0,1,1,0,1,0,3,0,3.0,1,1
1,5.0,100,0,1,4,0,0,2,0,0,0,1,0,1,0,2,0,5.0,1,1
1,12.0,100,0,0,0,1,3,1,0,0,0,0,0,1,0,2,0,3.0,1,1
1,3.0,100,0,0,1,3,0,1,1,1,1,1,0,1,0,2,0,1.0,0,1
1,2.0,129,0,0,1,2,3,1,0,1,0,1,0,1,0,2,0,5.0,1,1
1,1.0,99,77,2,0,3,5,1,1,2,2,2,0,4,0,2,0,8.0,1,1
0,2.0,136,107,0,0,0,0,1,0,0,0,1,0,1,50,2,1,5.0,1,1
1,2.0,99,0,1,0,1,0,1,1,1,0,1,0,1,50,2,0,5.0,1,1
0,24.0,38,28,0,6,0,0,1,1,0,0,0,0,1,0,5,0,0.0,1,1
0,12.0,155,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2.0,1,1
0,3.0,94,107,0,0,1,0,1,0,0,0,1,0,1,0,2,0,3.0,1,1
0,60.0,62,0,1,1,2,0,1,2,0,0,1,0,1,0,2,0,3.0,1,1
0,2.0,136,0,1,0,6,0,1,0,0,0,1,0,4,0,2,0,12.0,1,1
1,5.0,100,0,0,0,6,0,0,0,1,1,1,0,2,0,12,0,0.0,1,1
0,10.0,136,0,0,0,0,0,1,0,0,0,2,0,1,50,2,0,1.0,1,1
0,2.0,136,0,1,0,1,5,1,0,1,0,1,0,1,0,2,0,1.0,0,1
0,1.0,136,0,1,0,1,0,1,1,1,1,1,0,1,0,4,0,3.0,1,1
0,2.0,136,107,2,0,1,0,1,0,1,1,1,0,5,0,2,0,4.0,1,1
1,2.0,100,0,2,4,5,5,1,0,1,1,1,0,3,0,2,0,4.0,0,1
0,60.0,57,51,0,0,6,0,0,1,0,0,1,0,1,0,2,0,4.0,1,1
0,84.0,8,0,1,3,0,0,2,2,2,2,1,0,1,0,2,0,4.0,1,1
1,72.0,98,77,1,0,1,4,1,1,2,2,2,0,1,0,2,0,5.0,1,1
0,2.0,136,0,0,0,1,0,1,1,0,0,1,0,1,50,2,0,1.0,1,1
0,12.0,136,0,1,1,6,0,1,1,2,2,2,0,1,0,12,0,3.0,1,1
0,9.0,136,0,0,0,6,0,1,0,0,0,0,0,1,0,12,0,14.0,1,1
1,6.0,100,97,0,0,5,0,0,0,0,0,2,0,1,0,2,0,1.0,1,0
1,3.0,100,0,0,2,4,0,1,0,1,0,1,0,1,0,2,0,5.0,1,1
1,4.0,129,0,1,3,6,0,1,0,0,0,2,0,1,0,2,0,2.0,1,1
0,12.0,38,0,0,4,0,0,0,1,1,1,1,0,1,0,2,0,3.0,1,1
0,4.0,136,18,0,0,0,0,1,0,0,0,1,0,1,0,2,0,7.0,1,1
1,3.0,100,0,0,3,0,0,1,0,0,0,1,0,1,0,2,0,18.0,1,1
0,3.0,136,107,2,1,0,0,1,0,0,1,1,0,5,0,2,0,2.0,1,1
0,2.0,136,0,1,0,6,0,1,1,1,0,1,0,1,0,12,0,6.0,1,1
1,12.0,100,0,0,0,0,0,1,1,2,2,1,1,1,0,12,0,3.0,1,1
1,2.0,129,0,1,0,2,5,1,0,0,0,1,1,2,0,7,0,4.0,1,1
1,12.0,129,0,2,1,6,0,0,0,1,1,1,0,5,0,2,0,6.0,1,1
0,2.0,136,0,1,0,6,0,1,1,0,0,2,0,1,0,2,0,1.0,1,1
0,60.0,136,0,0,0,0,0,1,1,1,1,2,0,2,1,12,0,1.0,1,1
1,8.0,100,101,1,0,5,5,1,1,1,1,0,0,1,0,2,0,1.0,1,1
1,2.0,100,0,2,0,1,1,1,0,0,0,2,0,3,0,3,0,4.0,1,1
1,4.0,83,76,1,5,0,0,1,2,1,0,1,0,1,0,12,0,3.0,1,1
0,1.0,136,107,1,1,0,0,1,1,1,0,1,0,1,0,2,0,1.0,1,1
0,1.0,136,0,1,0,6,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1
0,2.0,136,107,0,1,6,0,1,1,1,0,1,0,1,0,2,0,2.0,1,1
0,8.0,136,107,0,0,0,0,1,0,0,0,1,0,2,100,2,0,2.0,1,1
0,48.0,38,0,1,6,0,0,1,1,2,0,2,0,1,0,2,0,3.0,1,1
1,2.0,100,0,0,1,5,0,0,0,0,0,1,0,1,50,2,0,1.0,1,1
0,60.0,51,0,0,1,6,0,1,0,2,2,0,0,1,300,12,0,4.0,1,1
0,1.0,136,0,2,0,1,5,1,0,1,0,1,0,9,0,2,0,8.0,1,1
1,5.0,122,0,0,1,4,0,1,0,0,0,1,0,1,0,5,0,6.0,1,1
0,48.0,136,107,1,0,1,5,1,1,2,2,2,0,9,200,12,0,3.0,1,1
0,9.0,51,107,1,0,1,0,1,0,0,0,0,0,1,0,12,0,5.0,1,1
