Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,has_name,has_description,desc_len,rescuer_listings,health_score,age_x_MaturitySize,Age_level,Has_photo,Has_video,photo_video_score,Is_free,Is_mixed_breed,Is_group,health_complete,health_unknown,Is_baby,Is_senior,AdoptionSpeed
1,3.0,100,0,0,1,3,0,1,1,1,1,1,0,1,0,2,0,1.0,0,1,8,2,1,0.0125,1,1,0,1.0,1,0,0,0,0,1,0,3
1,2.0,129,0,0,1,2,3,1,0,1,0,1,0,1,0,2,0,5.0,1,1,55,8,2,0.008333333333333333,1,1,0,5.0,1,0,0,0,0,1,0,0
1,1.0,99,77,2,0,3,5,1,1,2,2,2,0,4,0,2,0,8.0,1,1,33,3,1,0.004166666666666667,1,1,0,8.0,1,1,1,0,3,1,0,2
0,2.0,136,107,0,0,0,0,1,0,0,0,1,0,1,50,2,1,5.0,1,1,180,13,3,0.008333333333333333,1,1,1,7.0,0,1,0,0,0,1,0,3
1,2.0,99,0,1,0,1,0,1,1,1,0,1,0,1,50,2,0,5.0,1,1,172,61,2,0.008333333333333333,1,1,0,5.0,0,0,0,0,0,1,0,1
0,24.0,38,28,0,6,0,0,1,1,0,0,0,0,1,0,5,0,0.0,1,1,8,1,4,0.1,2,0,0,0.0,1,1,0,1,0,0,0,4
0,12.0,155,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2.0,1,1,40,111,4,0.05,1,1,0,2.0,1,0,0,1,0,0,0,1
0,3.0,94,107,0,0,1,0,1,0,0,0,1,0,1,0,2,0,3.0,1,1,182,9,3,0.0125,1,1,0,3.0,1,1,0,0,0,1,0,1
0,60.0,62,0,1,1,2,0,1,2,0,0,1,0,1,0,2,0,3.0,1,1,107,111,3,0.25,2,1,0,3.0,1,0,0,0,0,0,0,3
0,2.0,136,0,1,0,6,0,1,0,0,0,1,0,4,0,2,0,12.0,1,1,36,25,3,0.008333333333333333,1,1,0,12.0,1,0,1,0,0,1,0,2
1,5.0,100,0,0,0,6,0,0,0,1,1,1,0,2,0,12,0,0.0,1,1,57,1,1,0.010416666666666668,1,0,0,0.0,1,0,1,0,0,0,0,4
0,10.0,136,0,0,0,0,0,1,0,0,0,2,0,1,50,2,0,1.0,1,1,13,1,3,0.04166666666666667,1,1,0,1.0,0,0,0,0,1,0,0,4
0,2.0,136,0,1,0,1,5,1,0,1,0,1,0,1,0,2,0,1.0,0,1,51,1,2,0.008333333333333333,1,1,0,1.0,1,0,0,0,0,1,0,4
0,1.0,136,0,1,0,1,0,1,1,1,1,1,0,1,0,4,0,3.0,1,1,131,32,1,0.004166666666666667,1,1,0,3.0,1,0,0,0,0,1,0,2
0,2.0,136,107,2,0,1,0,1,0,1,1,1,0,5,0,2,0,4.0,1,1,27,2,1,0.008333333333333333,1,1,0,4.0,1,1,1,0,0,1,0,2
1,2.0,100,0,2,4,5,5,1,0,1,1,1,0,3,0,2,0,4.0,0,1,9,1,1,0.008333333333333333,1,1,0,4.0,1,0,1,0,0,1,0,2
0,60.0,57,51,0,0,6,0,0,1,0,0,1,0,1,0,2,0,4.0,1,1,94,16,3,0.125,2,1,0,4.0,1,1,0,0,0,0,0,1
0,84.0,8,0,1,3,0,0,2,2,2,2,1,0,1,0,2,0,4.0,1,1,45,11,1,0.525,2,1,0,4.0,1,0,0,0,2,0,0,1
1,72.0,98,77,1,0,1,4,1,1,2,2,2,0,1,0,2,0,5.0,1,1,99,33,1,0.30000000000000004,2,1,0,5.0,1,1,0,0,3,0,0,2
0,2.0,136,0,0,0,1,0,1,1,0,0,1,0,1,50,2,0,1.0,1,1,12,22,3,0.008333333333333333,1,1,0,1.0,0,0,0,0,0,1,0,4
0,12.0,136,0,1,1,6,0,1,1,2,2,2,0,1,0,12,0,3.0,1,1,99,123,1,0.05,1,1,0,3.0,1,0,0,0,3,0,0,4
0,9.0,136,0,0,0,6,0,1,0,0,0,0,0,1,0,12,0,14.0,1,1,48,123,4,0.037500000000000006,1,1,0,14.0,1,0,0,1,0,0,0,4
1,6.0,100,97,0,0,5,0,0,0,0,0,2,0,1,0,2,0,1.0,1,0,0,3,3,0.0125,1,1,0,1.0,1,1,0,0,1,0,0,4
1,3.0,100,0,0,2,4,0,1,0,1,0,1,0,1,0,2,0,5.0,1,1,55,8,2,0.0125,1,1,0,5.0,1,0,0,0,0,1,0,1
1,4.0,129,0,1,3,6,0,1,0,0,0,2,0,1,0,2,0,2.0,1,1,8,11,3,0.016666666666666666,1,1,0,2.0,1,0,0,0,1,0,0,3
0,12.0,38,0,0,4,0,0,0,1,1,1,1,0,1,0,2,0,3.0,1,1,6,1,1,0.025,1,1,0,3.0,1,0,0,0,0,0,0,1
0,4.0,136,18,0,0,0,0,1,0,0,0,1,0,1,0,2,0,7.0,1,1,55,262,3,0.016666666666666666,1,1,0,7.0,1,1,0,0,0,1,0,4
1,3.0,100,0,0,3,0,0,1,0,0,0,1,0,1,0,2,0,18.0,1,1,69,23,3,0.0125,1,1,0,18.0,1,0,0,0,0,1,0,3
0,3.0,136,107,2,1,0,0,1,0,0,1,1,0,5,0,2,0,2.0,1,1,16,1,2,0.0125,1,1,0,2.0,1,1,1,0,0,1,0,4
0,2.0,136,0,1,0,6,0,1,1,1,0,1,0,1,0,12,0,6.0,1,1,30,34,2,0.008333333333333333,1,1,0,6.0,1,0,0,0,0,1,0,2
1,12.0,100,0,0,0,0,0,1,1,2,2,1,1,1,0,12,0,3.0,1,1,36,1,0,0.05,1,1,0,3.0,1,0,0,0,2,0,0,4
1,2.0,129,0,1,0,2,5,1,0,0,0,1,1,2,0,7,0,4.0,1,1,103,2,2,0.008333333333333333,1,1,0,4.0,1,0,1,0,0,1,0,2
1,12.0,129,0,2,1,6,0,0,0,1,1,1,0,5,0,2,0,6.0,1,1,26,2,1,0.025,1,1,0,6.0,1,0,1,0,0,0,0,2
0,2.0,136,0,1,0,6,0,1,1,0,0,2,0,1,0,2,0,1.0,1,1,50,14,3,0.008333333333333333,1,1,0,1.0,1,0,0,0,1,1,0,2
0,60.0,136,0,0,0,0,0,1,1,1,1,2,0,2,1,12,0,1.0,1,1,24,1,1,0.25,2,1,0,1.0,0,0,1,0,1,0,0,4
1,8.0,100,101,1,0,5,5,1,1,1,1,0,0,1,0,2,0,1.0,1,1,44,21,2,0.03333333333333333,1,1,0,1.0,1,1,0,0,0,0,0,2
1,2.0,100,0,2,0,1,1,1,0,0,0,2,0,3,0,3,0,4.0,1,1,93,1,3,0.008333333333333333,1,1,0,4.0,1,0,1,0,1,1,0,2
1,4.0,83,76,1,5,0,0,1,2,1,0,1,0,1,0,12,0,3.0,1,1,12,1,2,0.016666666666666666,1,1,0,3.0,1,1,0,0,0,0,0,2
0,1.0,136,107,1,1,0,0,1,1,1,0,1,0,1,0,2,0,1.0,1,1,3,180,2,0.004166666666666667,1,1,0,1.0,1,1,0,0,0,1,0,2
0,1.0,136,0,1,0,6,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1,25,68,1,0.004166666666666667,1,1,0,1.0,0,0,0,0,0,1,0,2
0,2.0,136,107,0,1,6,0,1,1,1,0,1,0,1,0,2,0,2.0,1,1,3,180,2,0.008333333333333333,1,1,0,2.0,1,1,0,0,0,1,0,4
0,8.0,136,107,0,0,0,0,1,0,0,0,1,0,2,100,2,0,2.0,1,1,209,2,3,0.03333333333333333,1,1,0,2.0,0,1,1,0,0,0,0,4
0,48.0,38,0,1,6,0,0,1,1,2,0,2,0,1,0,2,0,3.0,1,1,17,65,2,0.2,2,1,0,3.0,1,0,0,0,2,0,0,2
1,2.0,100,0,0,1,5,0,0,0,0,0,1,0,1,50,2,0,1.0,1,1,17,14,3,0.004166666666666667,1,1,0,1.0,0,0,0,0,0,1,0,2
0,60.0,51,0,0,1,6,0,1,0,2,2,0,0,1,300,12,0,4.0,1,1,31,1,2,0.25,2,1,0,4.0,0,0,0,0,2,0,0,3
0,1.0,136,0,2,0,1,5,1,0,1,0,1,0,9,0,2,0,8.0,1,1,19,2,2,0.004166666666666667,1,1,0,8.0,1,0,1,0,0,1,0,2
1,5.0,122,0,0,1,4,0,1,0,0,0,1,0,1,0,5,0,6.0,1,1,172,6,3,0.020833333333333336,1,1,0,6.0,1,0,0,0,0,0,0,1
0,48.0,136,107,1,0,1,5,1,1,2,2,2,0,9,200,12,0,3.0,1,1,162,1,1,0.2,2,1,0,3.0,0,1,1,0,3,0,0,4
0,9.0,51,107,1,0,1,0,1,0,0,0,0,0,1,0,12,0,5.0,1,1,29,123,4,0.037500000000000006,1,1,0,5.0,1,1,0,1,0,0,0,3
1,1.0,115,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,1.0,1,1,54,1,1,0.0020833333333333333,1,1,0,1.0,1,0,0,0,0,1,0,2
1,2.0,84,59,1,0,1,4,1,1,2,2,2,0,1,20,2,0,3.0,1,1,38,12,1,0.008333333333333333,1,1,0,3.0,0,1,0,0,3,1,0,1
0,1.0,136,0,1,0,6,0,0,0,1,0,1,0,1,0,2,0,1.0,0,1,54,1,2,0.0020833333333333333,1,1,0,1.0,1,0,0,0,0,1,0,3
0,12.0,136,0,1,2,3,0,1,0,2,2,2,0,1,0,2,0,3.0,1,1,84,3,1,0.05,1,1,0,3.0,1,0,0,0,3,0,0,3
0,3.0,157,107,0,0,6,0,1,0,0,0,2,0,1,0,2,0,3.0,1,1,5,1,3,0.0125,1,1,0,3.0,1,1,0,0,1,1,0,1
1,6.0,100,0,1,0,5,5,0,0,2,2,2,0,1,0,2,0,4.0,1,1,26,1,1,0.0125,1,1,0,4.0,1,0,0,0,3,0,0,2
1,24.0,100,0,0,5,6,0,1,0,0,0,0,0,1,0,2,0,5.0,1,1,25,2,4,0.1,2,1,0,5.0,1,0,0,1,0,0,0,2
1,2.0,100,0,0,0,1,5,0,0,2,0,2,0,7,0,2,2,14.0,0,1,62,2,2,0.004166666666666667,1,1,1,18.0,1,0,1,0,2,1,0,3
0,12.0,136,0,1,0,0,0,1,1,0,0,0,0,1,0,12,0,1.0,1,1,33,2,4,0.05,1,1,0,1.0,1,0,0,1,0,0,0,4
1,6.0,100,0,0,6,0,0,1,0,2,2,2,0,1,0,2,0,1.0,1,1,5,1,1,0.025,1,1,0,1.0,1,0,0,0,3,0,0,4
1,2.0,122,0,1,0,6,0,1,0,1,0,1,0,1,0,12,0,2.0,1,1,5,83,2,0.008333333333333333,1,1,0,2.0,1,0,0,0,0,1,0,1
0,41.0,136,0,1,1,2,5,1,0,0,0,0,0,1,80,2,0,4.0,1,1,38,31,4,0.17083333333333334,2,1,0,4.0,0,0,0,1,0,0,0,4
0,14.0,6,4,1,0,2,5,0,1,0,0,1,0,1,150,2,0,3.0,1,1,24,2,3,0.02916666666666667,1,1,0,3.0,0,1,0,0,0,0,0,4
1,2.0,99,0,2,0,1,5,1,1,1,1,1,0,3,10,12,1,6.0,1,1,9,1,1,0.008333333333333333,1,1,1,8.0,0,0,1,0,0,1,0,2
1,10.0,129,0,1,2,3,5,2,0,2,2,0,0,1,0,12,0,5.0,0,1,31,1,2,0.0625,1,1,0,5.0,1,0,0,0,2,0,0,2
0,24.0,136,45,1,0,1,5,1,1,2,2,2,0,1,0,12,0,5.0,1,1,383,6,1,0.1,2,1,0,5.0,1,1,0,0,3,0,0,2
0,60.0,136,0,0,1,0,0,1,1,2,2,2,0,1,0,12,0,4.0,1,1,102,123,1,0.25,2,1,0,4.0,1,0,0,0,3,0,0,4
1,4.0,100,0,1,6,0,0,0,0,1,1,0,0,1,0,12,0,3.0,1,1,30,6,2,0.008333333333333333,1,1,0,3.0,1,0,0,0,0,0,0,3
1,1.0,117,77,2,0,5,5,1,0,1,1,1,0,5,0,12,0,6.0,1,1,59,14,1,0.004166666666666667,1,1,0,6.0,1,1,1,0,0,1,0,2
1,8.0,80,0,0,2,6,0,1,1,1,1,0,0,1,100,12,0,2.0,0,1,5,1,2,0.03333333333333333,1,1,0,2.0,0,0,0,0,0,0,0,4
0,7.0,136,107,1,1,6,0,1,0,0,0,1,0,1,0,3,0,2.0,1,1,27,36,3,0.02916666666666667,1,1,0,2.0,1,1,0,0,0,0,0,4
1,2.0,100,0,1,2,6,0,0,0,1,1,1,0,1,80,2,0,3.0,1,1,25,24,1,0.004166666666666667,1,1,0,3.0,0,0,0,0,0,1,0,2
0,12.0,150,0,0,1,0,0,1,2,2,0,1,0,1,0,12,0,5.0,1,1,94,43,2,0.05,1,1,0,5.0,1,0,0,0,1,0,0,1
0,0.0,136,0,2,0,1,5,1,0,1,1,1,0,5,0,3,0,8.0,0,1,119,1,1,0.0,1,1,0,8.0,1,0,1,0,0,1,0,3
0,2.0,136,0,0,1,0,0,1,1,2,2,1,0,1,0,2,0,5.0,1,1,17,377,1,0.008333333333333333,1,1,0,5.0,1,0,0,0,2,1,0,3
0,0.0,136,0,1,1,0,0,1,1,1,1,1,0,1,0,2,0,5.0,1,1,53,9,1,0.0,1,1,0,5.0,1,0,0,0,0,1,0,1
1,6.0,100,0,0,0,1,5,1,0,0,0,0,0,1,0,2,0,6.0,1,1,102,20,4,0.025,1,1,0,6.0,1,0,0,1,0,0,0,3
0,2.0,136,107,2,4,6,0,1,0,1,1,1,0,6,0,2,0,5.0,1,1,87,2,1,0.008333333333333333,1,1,0,5.0,1,1,1,0,0,1,0,3
0,7.0,136,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,2.0,1,1,32,2,4,0.02916666666666667,1,1,0,2.0,1,0,0,1,0,0,0,4
0,2.0,21,39,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0.0,1,1,15,1,3,0.004166666666666667,1,0,0,0.0,1,1,0,0,0,1,0,2
0,12.0,136,0,0,0,1,0,0,0,2,0,2,0,1,0,3,0,3.0,1,1,36,76,2,0.025,1,1,0,3.0,1,0,0,0,2,0,0,2
1,4.0,100,0,0,2,6,0,1,0,1,1,1,0,1,0,2,0,5.0,1,1,14,2,1,0.016666666666666666,1,1,0,5.0,1,0,0,0,0,0,0,3
0,3.0,136,107,0,0,1,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1,2,11,3,0.0125,1,1,0,2.0,1,1,0,0,0,1,0,1
0,3.0,136,0,1,6,0,0,1,1,1,0,1,0,1,0,7,0,3.0,1,1,81,1,2,0.0125,1,1,0,3.0,1,0,0,0,0,1,0,2
1,7.0,100,78,1,6,0,0,1,0,0,0,0,0,1,0,12,0,3.0,1,1,5,7,4,0.02916666666666667,1,1,0,3.0,1,1,0,1,0,0,0,4
1,19.0,99,0,1,0,1,5,1,1,0,0,0,0,1,0,0,0,3.0,1,1,24,1,4,0.07916666666666666,2,1,0,3.0,1,0,0,1,0,0,0,3
1,12.0,100,83,1,3,5,5,0,0,0,0,0,0,1,0,3,0,1.0,1,1,199,2,4,0.025,1,1,0,1.0,1,1,0,1,0,0,0,3
0,3.0,136,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,5.0,1,1,102,1,3,0.0125,1,1,0,5.0,1,0,0,0,0,1,0,4
1,24.0,100,0,1,4,0,0,1,1,0,0,0,0,1,160,2,0,1.0,1,1,23,3,4,0.1,2,1,0,1.0,0,0,0,1,0,0,0,4
1,6.0,100,0,0,0,6,0,0,1,2,2,1,0,1,1,2,0,3.0,1,1,1,2,1,0.0125,1,1,0,3.0,0,0,0,0,2,0,0,4
0,3.0,136,0,1,1,6,0,1,0,0,0,1,0,1,50,2,0,2.0,1,1,185,4,3,0.0125,1,1,0,2.0,0,0,0,0,0,1,0,1
0,16.0,57,0,0,0,1,5,0,0,0,0,1,0,1,300,2,0,4.0,1,1,37,1,3,0.03333333333333333,1,1,0,4.0,0,0,0,0,0,0,0,1
1,2.0,100,0,0,2,6,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1,37,34,3,0.008333333333333333,1,1,0,1.0,1,0,0,0,0,1,0,1
1,4.0,100,0,0,2,3,0,0,0,2,2,2,0,1,0,12,0,5.0,1,1,5,14,1,0.008333333333333333,1,1,0,5.0,1,0,0,0,3,0,0,1
0,2.0,136,0,0,0,1,5,1,0,1,1,1,0,1,0,2,0,7.0,1,1,46,262,1,0.008333333333333333,1,1,0,7.0,1,0,0,0,0,1,0,3
1,9.0,134,105,0,3,6,0,2,1,0,0,2,0,1,100,7,0,5.0,1,1,7,2,3,0.05625,1,1,0,5.0,0,1,0,0,1,0,0,4
1,2.0,100,0,1,0,6,0,0,0,0,0,1,0,1,0,3,0,25.0,1,1,51,3,3,0.004166666666666667,1,1,0,25.0,1,0,0,0,0,1,0,3
1,18.0,100,0,1,0,1,4,0,0,0,0,0,0,1,0,2,0,5.0,1,1,142,2,4,0.037500000000000006,2,1,0,5.0,1,0,0,1,0,0,0,2
0,1.0,136,0,2,0,1,5,0,0,0,2,2,0,6,0,7,0,2.0,0,1,11,1,2,0.0020833333333333333,1,1,0,2.0,1,0,1,0,2,1,0,3
1,2.0,100,0,0,5,6,0,0,0,1,1,1,0,1,0,2,0,1.0,1,1,100,2,1,0.004166666666666667,1,1,0,1.0,1,0,0,0,0,1,0,2
1,12.0,100,0,1,0,3,5,1,0,1,1,1,0,1,0,2,0,2.0,1,1,44,41,1,0.05,1,1,0,2.0,1,0,0,0,0,0,0,4
0,6.0,136,107,0,0,1,0,1,0,0,0,1,0,1,0,3,0,1.0,1,1,122,1,3,0.025,1,1,0,1.0,1,1,0,0,0,0,0,3
0,10.0,136,0,0,0,1,0,1,1,1,1,0,0,1,0,2,0,1.0,1,1,144,1,2,0.04166666666666667,1,1,0,1.0,1,0,0,0,0,0,0,2
1,5.0,100,0,0,1,4,0,0,0,0,0,1,0,1,0,12,0,1.0,1,1,77,179,3,0.010416666666666668,1,1,0,1.0,1,0,0,0,0,0,0,3
0,1.0,136,107,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1.0,1,1,2,180,3,0.004166666666666667,1,1,0,1.0,1,1,0,0,0,1,0,3
0,2.0,136,0,1,0,0,0,1,0,1,0,1,0,1,0,12,0,8.0,1,1,139,34,2,0.008333333333333333,1,1,0,8.0,1,0,0,0,0,1,0,2
1,3.0,100,0,0,0,5,5,1,0,1,1,1,0,1,0,2,0,5.0,1,1,24,33,1,0.0125,1,1,0,5.0,1,0,0,0,0,1,0,3
0,8.0,57,51,1,0,6,0,0,2,1,1,0,0,1,0,2,0,11.0,1,1,42,16,2,0.016666666666666666,1,1,0,11.0,1,1,0,0,0,0,0,1
1,10.0,122,92,0,4,6,0,2,1,1,1,2,0,1,0,2,0,3.0,1,1,61,2,1,0.0625,1,1,0,3.0,1,1,0,0,1,0,0,0
1,2.0,98,77,0,0,1,4,1,1,1,0,1,0,1,50,2,0,8.0,1,1,149,61,2,0.008333333333333333,1,1,0,8.0,0,1,0,0,0,1,0,1
1,2.0,100,0,1,3,6,0,1,0,1,1,1,0,1,0,12,0,7.0,1,1,5,18,1,0.008333333333333333,1,1,0,7.0,1,0,0,0,0,1,0,2
1,4.0,100,0,2,1,2,5,0,0,1,0,1,0,5,0,2,0,9.0,1,1,60,9,2,0.008333333333333333,1,1,0,9.0,1,0,1,0,0,0,0,2
1,9.0,100,0,0,2,6,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1,88,34,4,0.037500000000000006,1,1,0,3.0,1,0,0,1,0,0,0,3
1,1.0,100,0,0,0,5,5,0,0,1,0,1,0,1,0,12,0,3.0,1,1,76,1,2,0.0020833333333333333,1,1,0,3.0,1,0,0,0,0,1,0,1
0,1.0,65,107,1,0,1,0,1,1,0,2,1,0,1,0,2,0,3.0,1,1,21,377,2,0.004166666666666667,1,1,0,3.0,1,1,0,0,1,1,0,3
0,6.0,136,107,0,1,0,0,1,0,1,1,1,0,2,0,2,0,3.0,1,1,97,2,1,0.025,1,1,0,3.0,1,1,1,0,0,0,0,4
0,2.0,136,0,1,6,0,0,1,1,1,1,1,0,1,0,2,1,1.0,1,1,70,9,1,0.008333333333333333,1,1,1,3.0,1,0,0,0,0,1,0,1
1,1.0,100,0,0,0,0,0,1,0,1,0,1,0,1,0,12,0,9.0,1,1,41,1,2,0.004166666666666667,1,1,0,9.0,1,0,0,0,0,1,0,2
0,36.0,57,0,0,0,1,5,1,1,0,0,0,0,1,0,2,0,1.0,1,1,10,1,4,0.15000000000000002,2,1,0,1.0,1,0,0,1,0,0,0,1
1,3.0,100,0,1,0,1,5,0,0,1,1,1,0,1,0,2,0,6.0,1,1,165,1,1,0.00625,1,1,0,6.0,1,0,0,0,0,1,0,2
0,84.0,136,0,0,3,0,0,1,0,1,1,0,0,1,0,2,0,3.0,1,1,13,1,2,0.35000000000000003,2,1,0,3.0,1,0,0,0,0,0,0,4
0,48.0,151,118,1,2,4,0,0,1,0,0,0,0,1,200,2,0,8.0,1,1,65,4,4,0.1,2,1,0,8.0,0,1,0,1,0,0,0,4
0,2.0,136,0,1,1,0,0,0,0,1,1,1,0,1,0,2,0,2.0,1,1,16,1,1,0.004166666666666667,1,1,0,2.0,1,0,0,0,0,1,0,4
1,4.0,100,0,1,0,1,5,1,1,1,1,1,0,2,0,2,0,3.0,1,1,77,5,1,0.016666666666666666,1,1,0,3.0,1,0,1,0,0,0,0,1
1,17.0,100,0,2,1,5,0,1,1,1,1,1,0,4,0,12,0,4.0,1,1,37,10,1,0.07083333333333335,2,1,0,4.0,1,0,1,0,0,0,0,4
1,2.0,100,0,0,6,0,0,1,0,1,1,1,0,1,10,7,0,3.0,1,1,2,2,1,0.008333333333333333,1,1,0,3.0,0,0,0,0,0,1,0,2
0,12.0,136,0,0,1,6,0,1,1,0,0,0,0,2,0,12,0,1.0,1,1,435,123,4,0.05,1,1,0,1.0,1,0,1,1,0,0,0,4
1,1.0,129,78,0,2,0,0,0,0,1,1,1,0,1,0,2,0,3.0,1,1,23,3,1,0.0020833333333333333,1,1,0,3.0,1,1,0,0,0,1,0,1
1,5.0,80,78,1,2,0,0,1,0,0,0,2,0,1,0,3,0,5.0,1,1,74,1,3,0.020833333333333336,1,1,0,5.0,1,1,0,0,1,0,0,1
0,14.0,136,0,1,4,6,0,1,0,0,0,1,0,1,0,2,0,0.0,1,1,77,1,3,0.05833333333333334,1,0,0,0.0,1,0,0,0,0,0,0,4
0,2.0,136,0,2,0,1,5,1,0,1,1,1,0,4,0,2,0,8.0,1,1,75,4,1,0.008333333333333333,1,1,0,8.0,1,0,1,0,0,1,0,2
1,3.0,99,77,2,0,1,0,1,1,1,1,1,0,2,0,2,0,5.0,1,1,300,9,1,0.0125,1,1,0,5.0,1,1,1,0,0,1,0,2
1,2.0,99,78,1,5,0,0,0,1,1,1,0,0,1,0,2,0,1.0,1,1,72,1,2,0.004166666666666667,1,1,0,1.0,1,1,0,0,0,1,0,0
1,4.0,99,0,0,0,1,4,1,1,1,1,1,0,1,0,12,0,4.0,1,1,7,3,1,0.016666666666666666,1,1,0,4.0,1,0,0,0,0,0,0,2
0,2.0,54,107,0,0,1,0,1,1,0,0,0,0,1,0,4,0,1.0,1,1,5,4,4,0.008333333333333333,1,1,0,1.0,1,1,0,1,0,1,0,4
0,3.0,136,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,5.0,0,1,5,3,1,0.0125,1,1,0,5.0,1,0,0,0,0,1,0,1
0,12.0,136,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1,91,31,4,0.05,1,1,0,3.0,1,0,0,1,0,0,0,3
0,1.0,136,107,2,1,6,0,2,1,1,1,1,0,2,0,2,0,4.0,1,1,56,1,1,0.00625,1,1,0,4.0,1,1,1,0,0,1,0,2
1,2.0,99,0,0,1,0,0,2,1,1,0,2,0,1,0,2,0,2.0,1,1,13,32,2,0.0125,1,1,0,2.0,1,0,0,0,1,1,0,0
0,2.0,136,107,2,1,6,0,0,0,1,1,1,0,2,0,12,0,3.0,1,1,28,2,1,0.004166666666666667,1,1,0,3.0,1,1,1,0,0,1,0,4
1,17.0,100,0,1,0,1,1,1,0,0,0,1,0,1,0,2,0,5.0,1,1,89,1,3,0.07083333333333335,2,1,0,5.0,1,0,0,0,0,0,0,4
0,8.0,156,107,1,0,0,0,1,0,2,2,0,0,1,0,2,0,1.0,1,1,33,377,2,0.03333333333333333,1,1,0,1.0,1,1,0,0,2,0,0,1
0,6.0,136,107,1,1,0,0,1,0,0,0,0,0,1,100,2,0,6.0,1,1,14,31,4,0.025,1,1,0,6.0,0,1,0,1,0,0,0,4
0,2.0,136,0,1,0,6,0,1,1,1,1,1,1,1,150,2,0,2.0,1,1,29,47,0,0.008333333333333333,1,1,0,2.0,0,0,0,0,0,1,0,4
0,2.0,136,0,1,0,0,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1,50,11,1,0.008333333333333333,1,1,0,1.0,1,0,0,0,0,1,0,3
0,1.0,136,0,1,0,6,0,1,1,0,0,2,0,1,0,7,0,2.0,0,1,93,3,3,0.004166666666666667,1,1,0,2.0,1,0,0,0,1,1,0,4
0,4.0,136,0,1,2,3,0,1,0,0,0,1,0,1,0,12,0,1.0,1,1,50,18,3,0.016666666666666666,1,1,0,1.0,1,0,0,0,0,1,0,2
1,5.0,100,0,2,0,5,5,0,0,1,1,1,0,4,0,2,0,6.0,0,1,7,1,1,0.010416666666666668,1,1,0,6.0,1,0,1,0,0,0,0,3
1,2.0,99,0,1,5,0,0,1,1,1,1,1,0,1,0,2,0,6.0,0,1,13,6,1,0.008333333333333333,1,1,0,6.0,1,0,0,0,0,1,0,1
1,12.0,100,0,1,0,1,5,1,0,0,0,1,0,1,100,2,0,3.0,1,1,6,1,3,0.05,1,1,0,3.0,0,0,0,0,0,0,0,4
0,4.0,136,107,0,2,0,0,1,0,0,0,1,0,1,0,2,0,5.0,1,1,101,3,3,0.016666666666666666,1,1,0,5.0,1,1,0,0,0,1,0,2
1,24.0,122,78,1,6,0,0,0,0,0,0,0,0,1,120,7,1,8.0,1,1,77,7,4,0.05,2,1,1,10.0,0,1,0,1,0,0,0,0
1,2.0,99,0,1,0,3,3,1,1,1,0,1,0,1,0,2,0,3.0,1,1,69,58,2,0.008333333333333333,1,1,0,3.0,1,0,0,0,0,1,0,1
0,11.0,57,44,1,0,4,5,0,0,2,2,2,0,1,0,12,0,2.0,1,1,68,1,1,0.02291666666666667,1,1,0,2.0,1,1,0,0,3,0,0,3
0,12.0,136,107,1,1,0,0,1,1,1,0,1,0,1,0,3,0,1.0,1,1,4,36,2,0.05,1,1,0,1.0,1,1,0,0,0,0,0,4
0,2.0,136,0,1,0,6,0,1,0,1,1,1,0,1,0,12,0,3.0,1,1,36,83,1,0.008333333333333333,1,1,0,3.0,1,0,0,0,0,1,0,2
0,2.0,136,0,1,1,0,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1,21,68,1,0.008333333333333333,1,1,0,1.0,0,0,0,0,0,1,0,2
1,2.0,100,0,1,2,0,0,0,0,1,0,1,0,1,0,2,0,1.0,1,1,29,2,2,0.004166666666666667,1,1,0,1.0,1,0,0,0,0,1,0,2
0,3.0,136,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1,6,7,3,0.0125,1,1,0,2.0,1,0,0,0,0,1,0,1
1,8.0,99,0,1,0,0,0,0,1,1,1,0,0,1,80,12,0,6.0,1,1,50,1,2,0.016666666666666666,1,1,0,6.0,0,0,0,0,0,0,0,4
0,12.0,136,107,0,0,4,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1,20,1,4,0.05,1,1,0,3.0,1,1,0,1,0,0,0,4
0,2.0,136,0,1,4,0,0,1,0,2,2,1,0,1,0,2,0,2.0,1,1,22,377,1,0.008333333333333333,1,1,0,2.0,1,0,0,0,2,1,0,2
